,Title,Artist,Lyrics
160,Sympathy for the Devil,The Rolling Stones,"'Yow....yow....yow\nHuh, huh, huh\n\nPlease allow me to introduce myself\nI\'m a man of wealth and taste\nI\'ve been around for a long, long year\nStole many a man\'s soul and faith\nI was \'round when Jesus Christ\nHad his moment of doubt and pain\nMade damn sure that Pilate\nWashed his hands and sealed his fate\n\nPleased to meet you, hope you guess my name\nBut what\'s puzzling you is the nature of my game\n\nI stuck around St. Petersburg\nWhen I saw it was a time for a change\nKilled the Czar and his ministers\nAnastasia screamed in vain\nI rode a tank, held a general\'s rank\nWhen the Blitzkrieg raged and the bodies stank\nPleased to meet you, hope you guess my name, oh yeah\nBut what\'s puzzling you is the nature of my game, ah yeah\n\nI watched with glee while your kings and queens\nFought for ten decades for the gods they made\nI shouted out, ""Who killed the Kennedys?""\nWell, after all, it was you and me\nLet me please introduce myself\nI\'m a man of wealth and taste\nAnd I laid traps for troubadours\nWho get killed before they reach Bombay\n\nPleased to meet you, hope you guess my name, oh yeah\nBut what\'s puzzling you is the nature of my game, ah yeah\nOh yeah, get down heavy!\n\n\nPleased to meet you, hope you guess my name, oh yeah\nBut what\'s confusin\' you is just the nature of my game, mm yeah\nJust as every cop is a criminal\nAnd all the sinners saints\nAs heads is tails, just call me Lucifer\n\'Cause I\'m in need of some restraint\nSo if you meet me, have some courtesy\nHave some sympathy, and some taste\nUse all your well-learned politesse\nOr I\'ll lay your soul to waste, mm yeah\n\nPleased to meet you, hope you guessed my name, mm yeah\nBut what\'s puzzling you is the nature of my game, mmm mean it\nGet down\nWoo hoo!\nAh yeah, get on down\nOh yeah\nBa bum bum, ba ba bum....\nAh yeah\nTell me, baby, what\'s my name?\nTell me, honey, can you guess my name?\nTell me, baby, what\'s my name?\nI\'ll tell you one time, you\'re to blame\nOoo hoo, ooo hoo, oooo hoo\nAll right\nOoo hoo hoo, ooo hoo hoo, ooo hoo hoo\nAh yeah\nOoo hoo hoo, ooo hoo hoo\nAh yes, what\'s my name?\nTell me, baby, ah what\'s my name?\nTell me, sweetie, what\'s my name?\nOoo hoo hoo, ooo hoo hoo, ooo hoo hoo, ooo hoo hoo\nOoo hoo hoo, ooo hoo hoo, ooo hoo hoo\nAh yeah\nWhat\'s my name...75EmbedShare URLCopyEmbedCopy'"
161,"Paint It, Black",The Rolling Stones,"""I see a red door and I want it painted black\nNo colours anymore, I want them to turn black\nI see the girls walk by dressed in their summer clothes\nI have to turn my head until my darkness goes\n\nI see a line of cars and they're all painted black\nWith flowers and my love, both never to come back\nI see people turn their heads and quickly look away\nLike a newborn baby, it just happens every day\n\nI look inside myself and see my heart is black\nI see my red door, I must have it painted black\nMaybe then I'll fade away and not have to face the facts\nIt's not easy facing up when your whole world is black\n\nNo more will my green sea go turn a deeper blue\nI could not foresee this thing happening to you\nIf I look hard enough into the setting sun\nMy love will laugh with me before the morning comes\n\nI see a red door and I want it painted black\nNo colours anymore, I want them to turn black\nI see the girls walk by dressed in their summer clothes\nI have to turn my head until my darkness goes\nI wanna see your face, painted black\nBlack as night, black as coal\nI wanna see the sun blotted out from the sky\nI wanna see it painted, painted, painted, painted black\nYeah81EmbedShare URLCopyEmbedCopy"""
162,Brown Sugar,The Rolling Stones,"""Gold coast slave ship bound for cotton fields\nSold in the market down in New Orleans\nScarred old slaver knows he's doing alright\nHear him whip the women just around midnight\n\nBrown sugar, how come you taste so good? Uh huh\nBrown sugar, just like a young girl should, uh huh, oh (Woo)\n\nDrums beating, cold English blood runs hot\nLady of the house wonderin' when it's gonna stop\nHouse boy knows that he's doing alright\nYou shoulda heard 'em just around midnight\n\nBrown sugar, how come you taste so good now?\nBrown sugar, just like a young girl should now (Yeah)\n\nAh, get on, brown sugar, how come you taste so good?\nAh, got me craving the, the brown sugar\nJust like a black girl should, yeah\n\nAh, and I bet your mama was a tent show queen\nAnd all her boyfriends were sweet sixteen\nI'm no schoolboy, but I know what I like\nYou shoulda heard me just around midnight\nBrown sugar, how come you taste so good, baby?\nAh, come down, brown sugar\nJust like a young girl should, yeah\n\nI said, yeah, yeah, yeah, woo\nHow come you, how come you taste so good?\nYeah, yeah, yeah, woo\nJust like a, just like a black girl should\nYeah, yeah, yeah, woo12EmbedShare URLCopyEmbedCopy"""
163,Gimme Shelter,The Rolling Stones,"""Ooh\nOoh\nOoh\n\nOoh, a storm is threat'ning\nMy very life today\nIf I don't get some shelter\nOoh yeah, I'm gonna fade away\n\nWar, children\nIt's just a shot away, it's just a shot away\nWar, children\nIt's just a shot away, it's just a shot away\n\nOoh, see the fire is sweeping\nOur very street today\nBurns like a red coal carpet\nMad bull lost your way\n\nWar, children, yeah\nIt's just a shot away, it's just a shot away\nWar, children,yeah\nIt's just a shot away, it's just a shot away\n\nHey, hey\n\nRape, murder\nIt's just a shot away, it's just a shot away\nRape, murder, yeah\nIt's just a shot away, it's just a shot away\nRape, murder (Woo)\nIt's just a shot away, it's just a shot away\nYeah\n\nMmm, the flood is threat'ning\nMy very life today\nGimme, gimme shelter\nOr I'm going to fade away\n\nWar, children\nIt's just a shot away, it's just a shot away\nIt's just a shot away, it's just a shot away\nIt's just a shot away\n\nI tell you love, sister\nIt's just a kiss away, it's just a kiss away\nIt's just a kiss away, it's just a kiss away\nIt's just a kiss away, (kiss away kiss away)\n40EmbedShare URLCopyEmbedCopy"""
164,You Can’t Always Get What You Want,The Rolling Stones,"'I saw her today at the reception\nA glass of wine in her hand\nI knew she would meet her connection\nAt her feet was a foot-loose man\nNo, you can\'t always get what you want\nYou can\'t always get what you want\nYou can\'t always get what you want\nBut if you try sometime\nYou\'ll find\nYou get what you need\n\nI saw her today at the reception\nA glass of wine in her hand\nI knew she was gonna meet her connection\nAt her feet was a footloose man\n\nYou can\'t always get what you want\nYou can\'t always get what you want\nYou can\'t always get what you want\nBut if you try sometimes\nWell, you might find\nYou get what you need\nAhh, yeah-h-h\nOh\nAnd I went down to the demonstration\nTo get my fair share of abuse\nSinging, ""We\'re gonna vent our frustration\nIf we don\'t, we\'re going to blow a 50-amp fuse""\nSing it to me, honey\n\nYou can\'t always get what you want\nYou can\'t always get what you want\nYou can\'t always get what you want\nBut if you try sometimes\nWell, you just might find\nYou get what you need\nAh baby, yeah\nAhh\n\nI went down to the Chelsea drugstore\nTo get your prescription filled\nI was standing in line with Mr. Jimmy\nAnd, man, did he look pretty ill\nWe decided that we would have a soda\nMy favorite flavor, cherry red\nI sung my song to Mr. Jimmy\nYeah, and he said one word to me, and that was ""dead""\nI said to him:\nYou can\'t always get what you want, well no\nYou can\'t always get what you want, I tell you, baby\nYou can\'t always get what you want, no\nBut if you try sometime\nYou just might find, uh, mm\nYou get what you need, oh yeah, woo!\nWoo!\nYou get what you need, yeah, ow baby\nAh yeah\n\nI saw her today at the reception\nIn her glass was a bleeding man\nShe was practiced at the art of deception\nWell, I could tell by her blood-stained hands\nSing it\n\nYou can\'t always get what you want, yeah\nYou can\'t always get what you want, ooh yeah, child\nYou can\'t always get what you want\nBut if you try sometime, you just might find\nYou just might find, you get what you need, ah yeah\nAh yeah, wooh!\nAh, you can\'t always get what you want (No no, baby)\nYou can\'t always get what you want (You can\'t now now)\nYou can\'t always get what you want\n...mmm but if you try sometime, you just might find\nYou just might find that you get what you need\nAh yeah!\nAh yeah! Do that23EmbedShare URLCopyEmbedCopy'"
165,Wild Horses,The Rolling Stones,"""Childhood living is easy to do\nThe things you wanted, I bought them for you\nGraceless lady, you know who I am\nYou know I can't let you slide through my hands\n\nWild horses couldn't drag me away\nWild, wild horses couldn't drag me away\n\nI watched you suffer a dull, aching pain\nNow you decided to show me the same\nNo sweeping exits or offstage lines\nCould make me feel bitter or treat you unkind\n\nWild horses couldn't drag me away\nWild, wild horses couldn't drag me away\n\nI know I dreamed you a sin and a lie\nI have my freedom, but I don't have much time\nFaith has been broken, tears must be cried\nLet's do some living after we die\nWild horses couldn't drag me away\nWild, wild horses, we'll ride them some day\n\nWild horses couldn't drag me away\nWild, wild horses, we'll ride them some day26EmbedShare URLCopyEmbedCopy"""
166,(I Can’t Get No) Satisfaction,The Rolling Stones,"""I can't get no satisfaction\nI can't get no satisfaction\n'Cause I try and I try and I try and I try\nI can't get no, I can't get no\n\nWhen I'm driving in my car\nAnd that man comes on the radio\nAnd he's telling me more and more\nAbout some useless information\nSupposed to fire my imagination\nI can't get no, oh no, no, no!\nHey, hey, hey! That's what I'll say!\n\nI can't get no satisfaction\nI can't get no satisfaction\n'Cause I try, and I try, and I try, and I try\nI can't get no, I can't get no\n\nWhen I'm watching my TV\nAnd a man comes on and tells me\nHow white my shirts can be\nWell he can't be a man 'cause he doesn't smoke\nThe same cigarettes as me\nI can't get no, oh no, no, no\nHey, hey, hey, that's what I say\nI can't get no satisfaction\nI can't get no girl reaction\n'Cause I try, and I try, and I try, and I try\nI can't get no, I can't get no\n\nWhen I'm riding 'round the world\nAnd I'm doing this and I'm signing that\nAnd I'm trying to make some girl\nWho tells me baby, better come back, maybe next week\n'Cause you see, I'm on a losing streak\nI can't get no, oh no, no, no\nHey, hey, hey! That's what I'll say!\n\nI can't get no, I can't get no, I can't get no\nI can't get no satisfaction\nNo satisfaction, no satisfaction, no satisfaction\nI can't get no20EmbedShare URLCopyEmbedCopy"""
167,Beast of Burden,The Rolling Stones,"""I'll never be your beast of burden\nMy back is broad, but it's a-hurting\nAll I want, for you to make love to me\nI'll never be your beast of burden\nI've walked for miles, my feet are hurting\nAll I want is for you to make love to me\n\nAm I hard enough?\nAm I rough enough?\nAm I rich enough?\nI'm not too blind to see\n\nI'll never be your beast of burden\nSo let's go home and draw the curtains\nMusic on the radio\nCome on, baby, make sweet love to me\n\nAm I hard enough?\nAm I rough enough?\nAm I rich enough?\nI'm not too blind to see\nOh, little sister\nPretty, pretty, pretty, pretty girls\nYou're a pretty, pretty, pretty, pretty, pretty, pretty girl\nPretty, pretty, such a pretty, pretty, pretty girl\nCome on, baby, please, please, please\n\nI'll tell you, you can put me out on the street\nPut me out with no shoes on my feet\nBut put me out, put me out\nPut me out of misery, yeah\nAll your sickness, I can suck it up\nThrow it all at me, I can shrug it off\nThere's one thing, baby, I don't understand\nYou keep on telling me I ain't your kind of man\n\nAin't I rough enough? Ooh, honey\nAin't I tough enough?\nAin't I rich enough? In love enough?\nOoh, please\n\nI'll never be your beast of burden\nI'll never be your beast of burden\nNever, never, never, never, never, never, never be\nI'll never be your beast of burden\nI've walked for miles, my feet are hurting\nAll I want is you to make love to me, yeah\nI don't need no beast of burden\nI need no fussing, I need no nursing\nNever, never, never, never, never, never, never be19EmbedShare URLCopyEmbedCopy"""
168,She’s a Rainbow,The Rolling Stones,"""She comes in colours everywhere\nShe combs her hair\nShe's like a rainbow\nComing colours in the air\nOh, everywhere\nShe comes in colours\n\nShe comes in colours everywhere\nShe combs her hair\nShe's like a rainbow\nComing colours in the air\nOh, everywhere\nShe comes in colours\n\nHave you seen her dressed in blue?\nSee the sky in front of you\nAnd her face is like a sail\nSpeck of white, so fair and pale\nHave you seen a lady fairer?\nShe comes in colours everywhere\nShe combs her hair\nShe's like a rainbow\nComing colours in the air\nOh, everywhere\nShe comes in colours\n\nHave you seen her all in gold?\nLike a queen in days of old\nShe shoots colours all around\nLike a sunset going down\nHave you seen a lady fairer?\n\nShe comes in colours everywhere\nShe combs her hair\nShe's like a rainbow\nComing colours in the air\nOh, everywhere\nShe comes in colours\n\n\nShe's like a rainbow\nComing colours in the air\nOh, everywhere\nShe comes in colours5EmbedShare URLCopyEmbedCopy"""
169,Miss You,The Rolling Stones,"'I\'ve been holding out so long\nI\'ve been sleeping all alone\nLord, I miss you\nI\'ve been hanging on the phone\nI\'ve been sleeping all alone\nI want to kiss you sometime\n\nOoh, ooh, ooh-ooh-ooh\nOoh, ooh, ooh-ooh-ooh\n\nWell, I\'ve been haunted in my sleep\nYou\'ve been starring in my dreams\nLord, I miss you, child\nI\'ve been waiting in the hall\nBeen waiting on your call\nWhen the phone rings\nIt\'s just some friends of mine that say\n""Hey, what\'s the matter, man?\nWe\'re goingna come around at twelve\nWith some Puerto Rican girls thats just dying to meet you\nWe\'re goinna bring a case of wine\nHey, let\'s go mess and fool around\nYou know, like we used to""\nAh, ah, ah-ah-ah\nAh, ah, ah-ah-ah\n\nOh, everybody waits so long\nOh, baby, why you waitin\' so long?\nWon\'t you come on, come on?\nI\'ve been walkin\' Central Park, singing after dark\nPeople think I\'m crazy\nStumbling on my feet, shuffling through the street\nAsking people, ""What\'s the matter with you, boy?""\nSometimes, I want to say to, to myself\nSometimes I say\n\nOoh, ooh, ooh-ooh-ooh\nOoh, ooh, I won\'t miss you child\n\nI guess I\'m lying to myself\nIt\'s just you and no one else\nLord, I won\'t miss you, child\nYou\'ve just been blotting out my mind\nFooling on my time\nNo, I won\'t miss you, baby, yeah\nAh, ah, ah-ah-ah\nLord, I miss you child\nAh, ah, ah-ah-ah\nLord, I miss you child\nAh, ah, ah-ah-ah\nWhy, why, why, why15EmbedShare URLCopyEmbedCopy'"
